name,model,tree_length
12478,LG+F+G,2.936
5277,WAG+F+G,0.698
1854,LG+F,0.600
32408,FLU+F,1.758
5865,LG+F+G,1.246
10359,FLU+F+G,0.643
38251,JTT+F,0.909
6782,WAG+F+G,1.465
2333,Poisson+F,0.187
42628,JTT+F,4.074
10535,LG+F,0.241
10714,JTT+F,0.633
4402,LG+F,1.007
3442,WAG+F,0.203
10933,JTT+F+G,1.588
9867,WAG+F+G,1.282
3460,FLU+F,0.684
1861,FLU+F+G,3.157
5162,Poisson+F+G,3.648
3168,WAG+F,1.309
12654,LG+F,0.397
27626,FLU+F+G,0.071
6860,WAG+F,0.736
3953,LG+F,0.480
4892,LG+F,0.888
3183,FLU+F,1.014
42302,JTT+F,1.544
12074,JTT+F+G,1.485
8185,WAG+F+G,1.997
28633,FLU+F+G,0.244
37082,WAG+F+G,0.801
4865,WAG+F,0.417
6935,Poisson+F,2.618
32931,WAG+F,1.007
2646,Poisson+F,0.675
6872,WAG+F+G,1.571
1186,FLU+F,2.139
6865,Poisson+F,2.875
33696,JTT+F,1.021
2734,FLU+F+G,5.586
8566,WAG+F,0.706
9747,JTT+F+G,0.015
36640,JTT+F+G,2.060
3249,Poisson+F+G,1.607
1791,FLU+F+G,1.318
9797,WAG+F+G,1.084
1447,WAG+F,0.779
628,LG+F,1.486
37513,WAG+F,0.236
24360,LG+F+G,0.236
11001,WAG+F+G,6.731
44082,WAG+F,0.658
4847,FLU+F,0.165
25096,LG+F,0.648
785,FLU+F,0.552
12524,JTT+F+G,1.628
8405,JTT+F+G,0.915
6051,WAG+F,2.503
22157,LG+F,1.176
6559,FLU+F,2.404
7152,Poisson+F+G,1.661
37740,LG+F+G,0.154
6798,FLU+F+G,2.802
30703,LG+F,0.209
266,FLU+F,3.905
3959,WAG+F,0.325
28909,JTT+F+G,2.155
10393,JTT+F+G,0.166
10343,WAG+F+G,1.267
2264,FLU+F+G,0.302
7231,LG+F+G,2.954
11561,WAG+F,0.558
9217,JTT+F+G,1.455
13336,JTT+F+G,0.871
10496,Poisson+F,0.204
2637,JTT+F,0.507
26340,JTT+F,0.211
9618,Poisson+F,0.764
32462,LG+F,0.196
6098,WAG+F,1.278
27904,WAG+F,1.074
1199,Poisson+F+G,11.742
9597,Poisson+F+G,1.892
9748,Poisson+F,1.217
3990,WAG+F,0.817
11082,WAG+F,0.362
3476,FLU+F+G,0.794
11551,WAG+F+G,0.049
9922,LG+F,0.630
7463,FLU+F,0.350
1256,WAG+F+G,3.713
42070,WAG+F+G,1.723
2888,FLU+F,0.931
9250,FLU+F+G,3.963
42545,FLU+F,1.372
3227,JTT+F,0.880
2863,WAG+F,0.384
15892,FLU+F,2.360
7180,FLU+F,0.262
10171,WAG+F,2.068
12424,Poisson+F,0.000
3431,JTT+F+G,0.297
7778,Poisson+F+G,0.307
2849,FLU+F+G,2.305
8442,FLU+F+G,1.291
7370,LG+F+G,0.135
35948,WAG+F+G,0.661
12563,FLU+F+G,0.354
2841,FLU+F,1.245
20093,Poisson+F+G,1.425
39608,WAG+F+G,0.238
16433,Poisson+F+G,2.219
7149,FLU+F,0.130
2223,JTT+F+G,3.206
8327,LG+F,0.331
20998,JTT+F+G,0.061
18302,JTT+F+G,0.318
1706,WAG+F+G,0.155
8224,Poisson+F+G,0.789
36231,LG+F,0.129
9700,FLU+F+G,2.022
165,FLU+F+G,5.201
11561,Poisson+F+G,0.670
11096,FLU+F+G,0.781
13301,JTT+F,0.662
9154,FLU+F,0.000
12945,WAG+F,2.759
3161,JTT+F+G,0.416
42137,LG+F,0.503
40256,LG+F,0.164
8112,FLU+F+G,0.893
9176,WAG+F,1.425
6168,Poisson+F,1.592
12033,FLU+F+G,0.394
32301,LG+F+G,0.430
29504,Poisson+F+G,0.362
39358,WAG+F+G,0.765
21902,WAG+F,0.197
6038,Poisson+F,0.119
2773,JTT+F+G,2.283
43988,FLU+F+G,1.766
40054,LG+F+G,1.669
9495,WAG+F,1.354
4987,Poisson+F,0.139
4631,JTT+F,1.110
10684,FLU+F+G,1.821
1826,JTT+F+G,1.399
43492,LG+F+G,1.330
10989,WAG+F,0.491
3837,Poisson+F+G,0.523
5748,Poisson+F+G,0.139
2593,FLU+F,0.145
27661,JTT+F+G,0.568
7107,FLU+F+G,1.395
10962,FLU+F,2.948
17697,WAG+F+G,0.776
275,LG+F,1.254
2070,FLU+F,0.469
9389,LG+F,0.701
38831,Poisson+F+G,0.115
35338,JTT+F+G,0.483
11681,Poisson+F+G,1.729
6715,FLU+F+G,0.506
11304,JTT+F,0.836
4659,Poisson+F,1.513
421,JTT+F,5.103
2095,Poisson+F,0.409
2356,LG+F,1.488
15048,WAG+F,0.326
4709,Poisson+F,0.337
3783,Poisson+F+G,0.708
5297,LG+F,1.278
12579,WAG+F+G,2.307
6473,LG+F+G,0.081
5924,LG+F+G,0.132
16712,JTT+F,0.607
2130,LG+F,1.474
16489,Poisson+F,2.968
27331,JTT+F+G,2.450
7457,FLU+F+G,3.812
38550,FLU+F+G,0.155
10245,Poisson+F,2.088
5444,WAG+F,0.606
12001,Poisson+F,1.405
9947,WAG+F,0.878
1708,JTT+F,2.008
8303,JTT+F,0.420
7498,Poisson+F+G,0.955
18278,LG+F,0.344
36910,FLU+F,0.164
4965,Poisson+F+G,2.463
12174,WAG+F,1.447
31394,JTT+F+G,0.756
5185,FLU+F,0.133
39342,FLU+F+G,3.184
28076,LG+F+G,0.506
10718,Poisson+F+G,1.723
8108,WAG+F+G,1.977
28012,WAG+F,1.543
3173,LG+F+G,0.283
37695,JTT+F,2.076
12029,WAG+F+G,1.431
12208,LG+F,1.635
9648,FLU+F,0.707
11459,FLU+F+G,0.796
9975,WAG+F+G,0.118
7403,Poisson+F+G,0.051
38155,JTT+F+G,1.344
9340,WAG+F,0.455
709,Poisson+F+G,0.906
2935,Poisson+F+G,1.263
7082,WAG+F+G,1.376
2324,Poisson+F,0.444
4407,JTT+F,2.902
10837,Poisson+F+G,0.583
5635,WAG+F+G,1.371
1319,JTT+F+G,1.125
8140,LG+F,2.366
9389,WAG+F,0.698
10481,LG+F+G,0.342
31791,FLU+F+G,0.658
4027,WAG+F+G,0.029
2681,Poisson+F+G,1.905
44903,JTT+F,0.347
9362,FLU+F,0.292
1825,JTT+F,1.450
798,LG+F+G,0.414
11109,FLU+F+G,0.518
19266,WAG+F,1.095
14498,Poisson+F+G,1.728
40031,LG+F,0.515
10365,FLU+F,0.056
7502,JTT+F+G,0.254
7394,WAG+F,1.175
12744,LG+F+G,1.423
4238,LG+F,0.820
42259,FLU+F,0.482
7677,WAG+F,0.964
5365,WAG+F+G,0.153
31209,WAG+F,0.345
8283,LG+F+G,2.585
2112,LG+F+G,2.480
27085,JTT+F,0.311
3718,Poisson+F+G,0.151
6310,JTT+F+G,0.366
6159,LG+F,0.153
4577,WAG+F+G,0.031
45291,LG+F,0.565
1098,LG+F,0.074
35192,Poisson+F+G,1.054
12453,Poisson+F+G,1.186
27566,JTT+F,2.352
9305,JTT+F+G,3.220
13224,JTT+F+G,0.029
40295,FLU+F,0.852
29860,JTT+F,2.245
2131,LG+F,0.388
30149,JTT+F+G,2.638
11443,WAG+F+G,2.749
11493,JTT+F+G,0.963
5650,FLU+F,0.089
44059,LG+F,1.861
10481,Poisson+F,0.320
12683,FLU+F,0.033
12436,JTT+F+G,1.544
8517,JTT+F+G,0.964
5433,Poisson+F+G,0.528
21191,Poisson+F+G,1.054
28206,FLU+F,0.236
5699,FLU+F,2.310
12668,WAG+F,1.283
12807,Poisson+F+G,2.507
10281,JTT+F+G,1.605
2376,FLU+F+G,2.572
9655,JTT+F+G,0.190
1683,FLU+F+G,0.997
11132,JTT+F,0.311
274,LG+F,3.358
2561,Poisson+F+G,0.171
13774,JTT+F+G,2.375
9685,WAG+F+G,0.172
3820,JTT+F,0.530
2264,WAG+F,0.277
9388,LG+F,0.873
2787,WAG+F,0.416
13047,LG+F+G,1.299
6389,Poisson+F,0.478
23752,JTT+F+G,0.843
6872,Poisson+F,1.233
12166,JTT+F+G,0.113
6402,JTT+F,0.384
2357,LG+F,0.459
8047,JTT+F+G,2.345
35164,Poisson+F,1.110
5296,LG+F,0.106
15810,LG+F+G,1.461
23699,LG+F+G,0.301
6960,WAG+F+G,0.106
23636,Poisson+F,0.803
21472,Poisson+F,2.646
26731,FLU+F,0.976
2246,FLU+F,1.461
14682,LG+F+G,1.041
28714,LG+F+G,2.259
9580,LG+F+G,3.299
35399,LG+F,0.044
26239,WAG+F,1.562
3611,LG+F+G,0.091
2626,FLU+F+G,4.725
10701,WAG+F+G,0.278
9823,FLU+F,2.381
12032,WAG+F,0.856
10936,LG+F,0.720
1364,JTT+F,0.462
3978,Poisson+F+G,0.613
1687,JTT+F,0.665
1631,LG+F,0.824
28154,WAG+F,1.380
5607,Poisson+F+G,0.078
8391,JTT+F+G,1.161
8341,WAG+F+G,1.886
4491,LG+F,0.352
24127,Poisson+F+G,2.682
3550,LG+F,4.165
336,WAG+F+G,0.472
2178,Poisson+F,0.408
12587,Poisson+F+G,2.325
42969,LG+F,0.770
8245,JTT+F,0.765
3958,WAG+F+G,0.616
3988,JTT+F+G,0.862
9583,JTT+F+G,2.221
567,JTT+F,1.516
12831,LG+F,0.655
10157,JTT+F+G,0.427
4951,WAG+F+G,1.786
4981,JTT+F+G,3.430
26850,FLU+F+G,2.100
6258,JTT+F,1.986
13070,LG+F+G,1.612
8611,WAG+F+G,1.405
9126,Poisson+F,0.549
22205,JTT+F,1.363
1457,LG+F,0.246
15560,LG+F,1.710
42918,FLU+F,0.166
11795,WAG+F+G,0.423
23841,WAG+F,3.331
10657,Poisson+F+G,0.106
15269,WAG+F+G,0.095
6596,LG+F,0.088
18363,JTT+F,1.895
666,WAG+F+G,5.481
969,Poisson+F+G,0.275
2755,Poisson+F+G,3.689
6291,JTT+F,0.543
31981,WAG+F,1.370
9003,WAG+F+G,0.107
10824,FLU+F,0.634
3626,LG+F+G,0.576
11508,LG+F,0.134
9538,FLU+F,1.775
9030,WAG+F,2.046
7983,Poisson+F+G,0.652
4294,JTT+F,0.066
4671,JTT+F+G,0.214
17273,LG+F+G,0.059
9503,Poisson+F,1.187
4777,JTT+F,2.706
9453,Poisson+F,2.240
45230,WAG+F+G,2.111
16011,Poisson+F,2.596
36584,FLU+F,0.738
12499,Poisson+F,0.849
8931,JTT+F+G,0.975
9521,LG+F,0.924
9549,FLU+F+G,1.283
11865,WAG+F+G,2.553
3942,FLU+F+G,0.811
5819,WAG+F,0.530
7425,LG+F+G,0.638
13468,FLU+F+G,2.048
11998,LG+F,1.249
946,JTT+F+G,1.426
12803,WAG+F,0.332
7637,Poisson+F+G,1.019
42137,Poisson+F+G,0.619
7604,WAG+F+G,4.520
1948,Poisson+F+G,11.061
9012,FLU+F,0.103
6639,LG+F+G,0.020
3328,JTT+F+G,1.811
21843,WAG+F+G,2.350
2907,FLU+F,0.471
4321,JTT+F+G,0.447
12773,LG+F+G,0.346
7538,LG+F,0.616
26978,WAG+F,0.973
6596,JTT+F+G,0.098
7507,WAG+F,1.642
6546,WAG+F+G,0.528
9747,LG+F,0.015
35338,Poisson+F,0.420
38550,FLU+F,0.149
9019,FLU+F+G,1.091
13138,FLU+F+G,0.220
4391,Poisson+F,0.399
3682,JTT+F,2.384
7525,FLU+F,0.228
5533,JTT+F+G,0.154
7354,WAG+F+G,3.872
33648,LG+F+G,1.761
39957,LG+F+G,1.409
7384,JTT+F+G,2.291
10037,WAG+F,2.045
3678,JTT+F+G,0.691
2798,LG+F,1.628
6085,Poisson+F,0.855
41450,LG+F,1.141
3361,JTT+F,0.007
37309,JTT+F+G,1.247
798,JTT+F,0.383
6881,Poisson+F+G,0.332
22963,FLU+F+G,0.105
43462,JTT+F,0.630
3737,LG+F,2.404
12830,LG+F,0.492
31042,JTT+F+G,2.469
2608,WAG+F,1.221
6907,LG+F,0.399
8864,FLU+F+G,1.518
1281,LG+F+G,2.565
10598,JTT+F+G,0.465
12945,FLU+F+G,5.438
28785,Poisson+F,0.345
2322,WAG+F,1.256
12678,Poisson+F,1.938
7658,LG+F+G,0.393
3817,JTT+F+G,0.124
5136,FLU+F+G,1.869
25680,WAG+F+G,0.993
37329,LG+F+G,1.077
279,JTT+F+G,5.408
751,JTT+F,0.916
11597,JTT+F,0.663
7781,FLU+F+G,0.645
11859,LG+F+G,0.530
813,FLU+F+G,1.840
22297,Poisson+F+G,1.504
5913,LG+F+G,2.159
4020,Poisson+F,0.232
6264,Poisson+F,0.532
24709,LG+F+G,1.090
16383,JTT+F+G,0.870
5734,WAG+F,0.990
4274,FLU+F+G,3.090
12980,LG+F+G,10.088
14534,JTT+F+G,0.412
8073,JTT+F,0.045
1478,JTT+F,1.100
4170,Poisson+F,0.435
9269,Poisson+F+G,0.687
6334,Poisson+F,2.007
7918,Poisson+F+G,1.230
4800,LG+F,1.191
2358,LG+F+G,0.991
25425,JTT+F,2.905
12204,WAG+F,2.250
729,JTT+F+G,1.110
17591,JTT+F+G,2.062
13840,JTT+F,0.938
4490,LG+F,0.323
3551,LG+F,0.110
40630,FLU+F,2.222
7713,FLU+F,0.493
2475,WAG+F+G,1.843
10978,Poisson+F+G,0.413
6711,Poisson+F,2.101
4555,Poisson+F,0.278
6159,JTT+F+G,0.186
2862,Poisson+F,0.787
2399,Poisson+F,0.079
24088,FLU+F+G,5.683
6641,Poisson+F,0.333
4405,Poisson+F,0.458
646,Poisson+F+G,0.989
10201,WAG+F,0.560
7539,LG+F,0.131
6896,JTT+F,0.385
40041,WAG+F+G,1.969
7347,LG+F+G,0.735
37636,LG+F+G,1.265
2799,LG+F,2.284
18964,JTT+F,0.538
1587,Poisson+F+G,1.670
9189,Poisson+F+G,1.021
25025,Poisson+F+G,0.418
33330,Poisson+F,0.287
13485,Poisson+F+G,0.171
7239,FLU+F,0.276
27626,Poisson+F,0.071
22802,JTT+F,0.373
23955,Poisson+F,1.646
7731,WAG+F,3.288
5082,LG+F+G,1.216
6409,JTT+F+G,2.113
4588,JTT+F,1.324
11509,LG+F,3.478
1963,JTT+F,0.710
13071,JTT+F,2.704
9224,FLU+F,1.150
8794,FLU+F+G,1.803
8842,JTT+F,0.205
11610,FLU+F+G,3.267
9206,WAG+F,2.210
3737,WAG+F+G,2.767
41184,JTT+F,0.171
14846,LG+F+G,2.420
9520,LG+F,0.633
30970,WAG+F+G,0.714
1150,JTT+F+G,1.029
42376,JTT+F+G,0.081
5928,Poisson+F+G,0.696
29884,Poisson+F+G,1.820
37650,LG+F,0.146
36081,FLU+F+G,0.406
40063,LG+F+G,0.352
3657,Poisson+F+G,0.400
1180,WAG+F+G,1.789
4541,JTT+F,0.861
25354,LG+F+G,1.541
7068,JTT+F,0.028
13153,LG+F+G,2.912
33392,FLU+F+G,1.282
43599,JTT+F+G,1.624
8769,FLU+F+G,0.279
7745,Poisson+F+G,3.290
12648,FLU+F+G,1.500
2108,JTT+F+G,3.794
29036,Poisson+F,0.124
3262,LG+F,0.108
32386,Poisson+F+G,1.693
6424,WAG+F+G,3.133
24148,LG+F+G,0.147
4829,FLU+F+G,0.735
2960,JTT+F,0.181
5451,JTT+F+G,1.065
3306,FLU+F,0.977
14796,LG+F+G,3.352
23658,LG+F,0.697
10558,JTT+F,3.260
5481,WAG+F+G,0.017
1103,LG+F,2.535
11874,Poisson+F,1.416
9494,LG+F+G,0.382
8688,LG+F+G,0.954
2997,LG+F+G,0.761
2519,LG+F+G,1.127
9380,Poisson+F+G,1.006
7236,WAG+F+G,0.187
4218,WAG+F,0.974
4713,JTT+F+G,2.428
28920,JTT+F,0.405
5793,Poisson+F,0.062
4710,FLU+F,0.863
8853,JTT+F+G,0.205
13202,WAG+F,2.935
12393,LG+F,1.244
2488,WAG+F+G,1.244
12846,JTT+F,1.125
7487,Poisson+F,0.592
12972,JTT+F+G,2.517
6174,WAG+F+G,0.434
15252,LG+F,1.279
5495,Poisson+F+G,0.955
3004,LG+F,2.770
5101,JTT+F+G,3.805
11296,LG+F+G,0.592
393,LG+F+G,0.465
5895,JTT+F,1.157
6968,Poisson+F+G,0.194
3820,FLU+F+G,0.597
11907,WAG+F+G,0.053
9075,JTT+F,3.745
42071,Poisson+F,3.304
20245,WAG+F,1.672
4732,WAG+F,0.091
7019,LG+F+G,1.111
9596,JTT+F,0.524
7766,WAG+F+G,0.766
2198,JTT+F,2.512
4833,WAG+F+G,0.744
6737,WAG+F,0.090
43265,LG+F,0.640
4851,LG+F+G,1.581
20013,JTT+F+G,1.864
37674,WAG+F+G,2.612
8773,WAG+F+G,0.472
39283,FLU+F,0.666
12652,WAG+F+G,4.154
12650,LG+F+G,1.724
33388,WAG+F+G,1.917
9213,LG+F,0.616
22781,FLU+F,0.238
11207,WAG+F,2.566
10843,JTT+F,0.515
24281,Poisson+F,0.395
5775,Poisson+F+G,1.067
11627,JTT+F+G,0.179
20609,Poisson+F,0.314
34005,JTT+F,2.321
1167,FLU+F+G,0.712
43633,FLU+F,0.918
2006,LG+F+G,2.000
13090,JTT+F+G,0.126
36066,WAG+F+G,0.350
7859,JTT+F,0.341
8397,LG+F+G,1.057
6715,FLU+F,0.357
7896,WAG+F+G,1.926
41362,LG+F,0.264
5547,JTT+F,1.531
14099,JTT+F+G,0.085
42969,LG+F+G,0.822
2627,Poisson+F+G,1.367
8223,WAG+F+G,2.831
8708,FLU+F,0.064
1303,FLU+F,3.209
24938,JTT+F,0.465
9844,JTT+F,0.364
8200,WAG+F,1.998
44225,FLU+F,0.158
44207,WAG+F,0.439
11789,LG+F+G,1.157
1629,FLU+F,1.388
12077,JTT+F,1.752
8222,FLU+F,1.490
9075,LG+F,3.777
3280,FLU+F+G,4.153
10891,Poisson+F+G,0.047
1321,WAG+F,4.007
8524,Poisson+F,1.581
1437,FLU+F+G,2.470
33139,JTT+F,0.353
284,JTT+F+G,1.305
12594,JTT+F,0.029
254,WAG+F+G,3.857
20590,WAG+F,0.525
12392,LG+F,0.020
30426,Poisson+F,0.670
13016,FLU+F,1.043
16891,WAG+F+G,0.426
8807,WAG+F,1.965
37850,FLU+F,0.384
34036,Poisson+F+G,1.020
10160,FLU+F+G,1.834
1364,LG+F,0.466
2047,WAG+F+G,0.131
5830,LG+F+G,0.481
25990,FLU+F,0.293
28190,JTT+F+G,0.649
4504,WAG+F,3.728
880,Poisson+F+G,1.064
30576,Poisson+F,0.319
7379,JTT+F+G,1.819
7313,Poisson+F,0.420
20051,FLU+F,0.454
3655,WAG+F+G,1.395
40473,WAG+F+G,0.901
11772,FLU+F+G,0.526
36236,JTT+F,2.411
21754,FLU+F+G,2.038
3005,LG+F,0.701
41643,LG+F+G,0.655
1926,WAG+F,0.624
9769,JTT+F,1.038
42214,JTT+F+G,1.993
7913,FLU+F+G,0.044
7243,Poisson+F,0.402
16775,Poisson+F+G,1.213
5007,Poisson+F,0.300
8825,FLU+F,4.136
30812,WAG+F+G,2.364
13034,WAG+F,2.224
7297,JTT+F,0.723
3438,WAG+F,0.742
11822,FLU+F,2.704
3263,LG+F,0.643
10295,LG+F,0.196
18921,WAG+F,0.208
10430,FLU+F+G,0.234
28410,WAG+F+G,0.283
12287,FLU+F+G,1.259
7774,JTT+F,1.844
11627,Poisson+F+G,0.186
23203,JTT+F,0.585
11993,Poisson+F+G,2.576
7629,JTT+F+G,1.761
38723,Poisson+F+G,0.534
3305,WAG+F+G,0.577
42794,WAG+F+G,0.588
21204,FLU+F+G,1.307
11898,WAG+F+G,0.304
1102,LG+F,0.936
10244,JTT+F,0.216
3891,Poisson+F+G,2.909
17169,FLU+F+G,0.045
6647,Poisson+F+G,1.831
4316,FLU+F+G,0.537
12132,LG+F+G,2.107
33009,LG+F+G,1.902
7909,WAG+F+G,0.118
16427,WAG+F,0.919
5504,FLU+F+G,1.368
40140,LG+F+G,2.565
3578,LG+F+G,0.918
8036,WAG+F,3.926
40469,FLU+F+G,1.238
5292,JTT+F,0.175
188,LG+F,2.910
2764,LG+F+G,1.387
1135,FLU+F,1.727
15244,JTT+F+G,0.238
39219,Poisson+F,0.273
44195,FLU+F+G,0.458
3923,WAG+F,1.773
4646,FLU+F+G,0.711
2367,JTT+F,0.726
714,WAG+F,0.340
12827,FLU+F+G,0.190
6523,FLU+F,0.666
8906,FLU+F+G,0.762
43405,FLU+F,4.250
2684,JTT+F,2.950
43427,WAG+F,1.143
6009,FLU+F,0.703
5054,FLU+F+G,0.362
17173,WAG+F+G,0.119
5422,Poisson+F,0.837
3915,Poisson+F,0.595
36479,JTT+F+G,0.604
22076,WAG+F,2.475
3975,JTT+F+G,0.400
6078,LG+F+G,0.635
20596,LG+F,0.281
7264,LG+F+G,3.298
11238,WAG+F+G,1.875
5572,Poisson+F,0.007
736,FLU+F,2.134
7736,Poisson+F,2.886
15968,Poisson+F+G,0.419
30732,JTT+F+G,2.173
37715,LG+F+G,0.449
7535,FLU+F+G,1.609
5938,WAG+F+G,1.225
13319,LG+F+G,0.347
1267,WAG+F,1.288
17839,JTT+F,3.038
40855,WAG+F+G,0.303
5196,LG+F+G,1.301
5382,FLU+F+G,1.683
1783,Poisson+F,2.213
28057,JTT+F,2.670
16775,FLU+F,1.123
40527,JTT+F,0.487
11847,Poisson+F+G,1.594
44225,Poisson+F,0.157
5401,JTT+F,1.329
44680,FLU+F,2.176
8885,LG+F,1.457
24897,Poisson+F,0.524
6473,Poisson+F+G,0.081
9902,JTT+F,0.961
1245,FLU+F,0.849
29656,LG+F+G,2.188
3945,Poisson+F+G,4.477
4590,FLU+F+G,0.219
7065,FLU+F+G,4.086
11649,FLU+F,1.409
43296,FLU+F,2.637
2017,JTT+F,0.582
13423,Poisson+F+G,0.044
3599,FLU+F+G,5.241
11341,WAG+F,4.159
187,WAG+F,4.280
1521,Poisson+F+G,1.129
9328,WAG+F+G,0.665
6653,FLU+F,1.564
21602,LG+F+G,0.502
4817,Poisson+F+G,1.667
40564,LG+F,1.953
6379,FLU+F,3.248
13403,Poisson+F,1.355
11680,FLU+F,0.085
7253,LG+F+G,2.640
11363,FLU+F,2.368
6392,WAG+F,0.536
18260,WAG+F,0.512
36503,LG+F,0.326
13553,Poisson+F,1.641
4397,WAG+F,0.333
13366,FLU+F,3.347
9133,JTT+F,0.591
5348,JTT+F+G,0.022
16553,LG+F,0.169
4695,LG+F+G,0.094
2464,LG+F,1.439
5489,LG+F+G,2.429
17522,JTT+F,0.651
41752,WAG+F,2.074
4443,Poisson+F+G,3.904
4674,WAG+F,0.230
5922,FLU+F+G,4.614
1975,Poisson+F+G,1.365
783,Poisson+F,1.577
31856,JTT+F+G,0.276
41278,WAG+F,0.275
4656,FLU+F,0.151
3050,LG+F+G,1.946
5935,LG+F,5.383
2488,Poisson+F+G,1.323
13176,Poisson+F,0.581
43280,JTT+F+G,0.570
41770,FLU+F,0.376
8070,FLU+F+G,1.211
11802,LG+F,1.037
13026,Poisson+F,1.808
11262,Poisson+F,0.037
2611,JTT+F+G,0.406
9419,JTT+F,3.298
24886,WAG+F+G,2.388
12900,JTT+F,1.384
13344,WAG+F,1.211
16306,LG+F+G,0.244
6793,Poisson+F+G,0.852
3240,FLU+F,0.397
13213,FLU+F+G,2.412
1334,WAG+F+G,4.024
1395,LG+F+G,1.241
3553,JTT+F+G,2.802
40775,JTT+F+G,2.973
9958,JTT+F+G,0.392
9988,WAG+F+G,0.651
3583,WAG+F+G,0.036
7404,JTT+F,0.106
721,LG+F,0.281
7832,LG+F,0.989
3289,FLU+F,2.269
20290,FLU+F+G,4.046
11413,Poisson+F+G,3.177
6550,LG+F+G,0.615
45168,LG+F+G,0.883
8520,FLU+F+G,1.115
848,LG+F+G,0.597
18260,JTT+F+G,0.509
2391,WAG+F+G,0.644
3262,WAG+F,0.108
27715,WAG+F,1.347
3511,Poisson+F+G,0.110
34972,JTT+F,0.506
10134,JTT+F,2.676
6827,Poisson+F+G,0.659
432,Poisson+F,0.127
393,FLU+F,0.351
22130,WAG+F,0.397
6447,WAG+F,0.649
12975,Poisson+F+G,1.184
40565,LG+F,0.368
4866,LG+F+G,2.017
11083,Poisson+F,0.418
6708,Poisson+F+G,0.657
34087,JTT+F+G,2.645
5877,JTT+F+G,0.384
670,FLU+F,2.421
11155,FLU+F,0.514
8672,LG+F,0.531
6186,FLU+F,0.823
6802,WAG+F+G,0.248
8125,JTT+F+G,0.154
2221,JTT+F,0.357
12004,JTT+F+G,0.858
2744,FLU+F+G,6.403
6465,FLU+F,0.322
11494,WAG+F,1.087
32540,LG+F+G,0.925
1098,WAG+F,0.073
5637,JTT+F,0.324
33954,LG+F,1.777
32851,Poisson+F,1.596
9267,JTT+F+G,0.222
13396,WAG+F+G,0.163
1590,FLU+F,0.693
7691,Poisson+F+G,1.539
32252,Poisson+F+G,0.872
1073,FLU+F,2.171
11521,WAG+F+G,1.842
3406,FLU+F+G,1.499
8414,LG+F,0.631
4990,WAG+F,0.689
30685,LG+F+G,1.482
39415,Poisson+F+G,2.681
10511,Poisson+F+G,0.389
34405,LG+F,1.623
8152,FLU+F,3.810
1559,FLU+F,1.082
1051,WAG+F,0.350
8475,JTT+F+G,0.760
12584,WAG+F+G,0.302
10989,FLU+F+G,0.608
12554,JTT+F+G,1.700
3253,Poisson+F,0.749
1017,Poisson+F,0.115
3303,Poisson+F,1.025
7531,LG+F+G,0.346
2214,FLU+F+G,1.246
1147,Poisson+F,0.387
9254,Poisson+F+G,1.217
7925,Poisson+F+G,1.338
18832,Poisson+F,0.549
7318,JTT+F,2.526
34486,LG+F+G,3.292
13164,LG+F+G,3.642
720,LG+F,2.003
28920,Poisson+F+G,0.659
10302,JTT+F,1.695
11946,WAG+F,0.086
3054,WAG+F,2.218
5207,WAG+F+G,0.466
35100,WAG+F,2.130
3726,Poisson+F,5.596
45084,WAG+F+G,2.991
10628,JTT+F,3.487
33243,LG+F+G,4.277
10679,FLU+F+G,0.794
3732,LG+F+G,0.090
2603,LG+F,1.575
2847,Poisson+F+G,1.530
7632,JTT+F,1.203
28659,WAG+F+G,0.250
4738,Poisson+F+G,0.039
7571,Poisson+F+G,2.147
42271,Poisson+F+G,2.173
6818,FLU+F+G,1.037
1432,Poisson+F,2.141
31919,WAG+F+G,0.533
3676,Poisson+F,0.591
3595,FLU+F,2.386
13199,FLU+F,0.208
7130,JTT+F+G,0.077
8988,WAG+F,1.446
12521,Poisson+F+G,0.512
1811,FLU+F+G,0.132
4460,FLU+F,1.167
1879,LG+F+G,1.576
9817,WAG+F+G,0.578
36910,WAG+F+G,0.178
23910,WAG+F+G,0.050
13172,WAG+F,0.345
4183,FLU+F,0.106
45302,JTT+F,0.546
11493,LG+F,0.769
5757,WAG+F+G,2.896
16891,FLU+F,0.378
5787,JTT+F+G,1.340
13458,WAG+F,0.574
8941,WAG+F,2.580
6232,LG+F+G,0.182
9305,JTT+F,3.048
10943,JTT+F+G,1.751
10993,WAG+F+G,0.720
5934,LG+F,0.564
11803,LG+F,0.955
29036,FLU+F,0.124
17714,JTT+F,0.360
9201,LG+F+G,2.658
3190,LG+F+G,3.734
33497,FLU+F+G,1.941
4546,JTT+F+G,0.826
6321,WAG+F+G,3.616
9755,FLU+F,0.267
8819,JTT+F,0.086
20634,Poisson+F,2.658
24321,WAG+F,2.386
1678,WAG+F+G,0.489
4755,LG+F+G,2.065
2437,Poisson+F+G,0.482
7901,Poisson+F+G,0.988
1703,Poisson+F,0.501
5384,WAG+F+G,1.997
3547,Poisson+F,2.856
5870,Poisson+F,0.449
9270,Poisson+F+G,2.350
9294,WAG+F,0.551
1653,Poisson+F,0.454
4030,JTT+F,0.552
5920,Poisson+F,1.575
44715,WAG+F+G,1.899
12954,LG+F+G,0.032
18307,LG+F,2.114
10535,Poisson+F+G,0.288
5549,LG+F+G,0.707
988,LG+F+G,1.002
