name,model,tree_length
22916,WAG+F+G,0.436
8811,WAG+F+G,0.176
1813,FLU+F,0.097
13409,WAG+F,3.139
12930,WAG+F+G,0.236
6136,JTT+F+G,0.129
8910,WAG+F,1.114
13101,FLU+F,1.402
2026,Poisson+F,2.227
5413,WAG+F+G,0.643
15464,Poisson+F+G,0.633
38919,FLU+F+G,0.052
3005,WAG+F,0.700
10952,Poisson+F+G,0.415
7349,JTT+F,1.120
3788,JTT+F+G,0.187
2850,Poisson+F+G,0.783
3758,WAG+F+G,0.909
7566,Poisson+F+G,0.200
44082,WAG+F+G,0.815
2176,Poisson+F,0.509
230,LG+F,0.108
43809,FLU+F,0.250
43058,Poisson+F,0.274
4201,WAG+F+G,1.024
28937,Poisson+F+G,0.502
14535,WAG+F,1.333
21355,Poisson+F,0.713
10679,JTT+F,0.803
3027,FLU+F,2.311
2313,LG+F,0.692
6466,JTT+F+G,0.855
27058,WAG+F,1.465
7380,JTT+F,0.474
18108,Poisson+F+G,0.622
27058,WAG+F+G,1.795
11227,LG+F+G,1.168
8104,LG+F,2.388
8429,FLU+F,1.588
3212,FLU+F+G,0.555
2553,Poisson+F,3.693
40034,FLU+F+G,0.488
24420,LG+F,0.477
19959,JTT+F+G,0.199
13552,JTT+F+G,0.959
36574,JTT+F+G,3.237
9473,JTT+F+G,0.127
3878,JTT+F+G,0.883
5159,FLU+F+G,3.211
29856,FLU+F,3.537
1471,LG+F+G,1.238
10527,WAG+F+G,1.269
7686,Poisson+F+G,0.241
12356,JTT+F,0.357
12390,WAG+F+G,0.278
8261,JTT+F+G,2.750
41639,Poisson+F,3.676
32245,Poisson+F+G,1.236
1000,WAG+F,0.753
9425,LG+F+G,2.128
42969,WAG+F+G,0.830
40564,FLU+F+G,2.300
3742,FLU+F+G,0.091
11104,FLU+F,1.405
11665,WAG+F+G,1.008
13002,JTT+F+G,1.120
6416,WAG+F,0.902
21643,WAG+F+G,0.615
8639,LG+F+G,0.483
2926,LG+F+G,10.000
7804,WAG+F+G,3.025
38903,WAG+F+G,0.414
746,JTT+F+G,0.205
4871,JTT+F+G,0.559
12962,Poisson+F+G,0.358
6434,FLU+F,1.103
4171,LG+F+G,2.702
2150,FLU+F+G,1.508
18071,FLU+F+G,0.832
37636,JTT+F+G,1.225
11126,WAG+F,0.905
8731,JTT+F+G,1.490
15789,JTT+F,0.816
20051,WAG+F+G,0.515
8362,LG+F,1.557
28057,FLU+F+G,3.271
2270,JTT+F,0.277
5556,Poisson+F+G,1.152
3834,WAG+F,0.229
40256,Poisson+F+G,0.166
39632,Poisson+F,0.838
8567,LG+F+G,1.755
8352,JTT+F,0.373
17503,JTT+F+G,0.416
44344,Poisson+F+G,0.186
1444,Poisson+F+G,0.281
7829,JTT+F+G,5.215
28582,FLU+F,0.139
32387,LG+F+G,1.224
21189,FLU+F,0.221
34087,Poisson+F+G,3.142
2420,LG+F,3.618
44065,FLU+F+G,2.101
7243,FLU+F+G,0.531
28061,FLU+F,2.004
11698,WAG+F+G,2.500
3864,LG+F+G,0.405
33541,WAG+F,1.212
993,LG+F,4.330
11648,JTT+F+G,0.493
16269,JTT+F,1.010
36988,FLU+F,1.131
5437,FLU+F,0.241
7680,LG+F,0.526
5033,LG+F+G,0.541
33563,FLU+F,1.119
17389,Poisson+F,0.303
11545,Poisson+F,0.133
5971,LG+F,0.402
6451,FLU+F+G,0.373
25704,JTT+F,4.233
1273,JTT+F,2.555
785,Poisson+F+G,0.743
1458,FLU+F+G,2.677
3885,JTT+F+G,1.412
10933,FLU+F,1.444
2529,WAG+F,0.680
11696,Poisson+F+G,0.425
11972,FLU+F+G,1.823
765,LG+F,3.031
6386,JTT+F,0.464
5159,Poisson+F,2.147
10365,LG+F+G,0.058
30428,LG+F,1.232
9699,LG+F,0.500
2021,FLU+F,0.771
7929,FLU+F,0.997
1481,Poisson+F,2.273
881,FLU+F+G,1.337
7713,FLU+F+G,0.610
3794,Poisson+F+G,0.988
29982,JTT+F+G,0.084
6665,JTT+F,2.615
2646,LG+F,0.678
3820,Poisson+F+G,0.574
193,JTT+F,2.646
5787,LG+F,1.145
6516,Poisson+F+G,1.494
39610,JTT+F,0.682
30428,Poisson+F,1.219
6101,FLU+F+G,1.509
2003,WAG+F,0.740
7876,LG+F,0.312
11355,JTT+F,0.758
11922,Poisson+F+G,0.840
10911,WAG+F,2.392
11682,FLU+F+G,2.682
8078,LG+F+G,1.632
33235,Poisson+F+G,1.357
3775,JTT+F+G,1.575
13350,JTT+F,0.101
9105,FLU+F,0.235
7289,JTT+F+G,0.729
39715,LG+F+G,0.663
25358,FLU+F+G,1.413
22361,LG+F+G,1.312
15914,JTT+F+G,7.039
40828,WAG+F,0.012
771,FLU+F+G,0.367
13035,FLU+F+G,0.841
29672,JTT+F+G,0.356
41341,JTT+F+G,3.430
2167,JTT+F+G,1.891
6942,Poisson+F+G,0.227
10090,FLU+F+G,0.569
12931,LG+F+G,0.407
4846,FLU+F+G,2.317
4660,JTT+F,1.107
3474,Poisson+F+G,6.015
12936,FLU+F,2.707
11576,Poisson+F+G,3.397
4383,JTT+F,0.938
9127,WAG+F,0.238
8706,FLU+F+G,3.520
4730,LG+F+G,2.446
12627,FLU+F+G,0.028
10478,LG+F,3.266
1810,Poisson+F+G,0.347
465,Poisson+F+G,1.397
7709,WAG+F+G,0.159
27661,LG+F+G,0.580
11968,WAG+F+G,0.695
9444,FLU+F+G,0.917
1492,JTT+F+G,1.056
2437,JTT+F+G,0.449
13274,Poisson+F,1.596
18516,JTT+F+G,0.427
8637,LG+F,2.685
8945,Poisson+F,1.760
7410,WAG+F,0.204
6448,LG+F,0.657
8815,Poisson+F,2.552
19509,FLU+F,2.131
2810,FLU+F,0.810
8256,FLU+F+G,2.771
28530,JTT+F+G,0.494
1230,LG+F+G,0.906
13324,Poisson+F,0.334
2194,LG+F+G,1.174
3620,FLU+F+G,3.418
34664,Poisson+F,1.366
8205,LG+F+G,0.881
30917,Poisson+F,0.732
38774,LG+F+G,2.162
15841,FLU+F+G,1.329
646,JTT+F,0.849
11163,JTT+F,0.569
764,LG+F,1.874
9019,LG+F+G,1.058
1097,FLU+F+G,3.419
34361,WAG+F,0.178
3388,LG+F+G,1.745
2235,WAG+F,0.946
9698,LG+F,0.750
2217,FLU+F,0.784
11449,JTT+F,1.019
2576,Poisson+F+G,0.600
7877,LG+F,0.427
35220,LG+F+G,2.407
4913,JTT+F+G,2.369
7840,Poisson+F+G,0.236
22124,JTT+F,0.407
4379,FLU+F+G,0.556
5786,LG+F,1.575
10474,Poisson+F+G,0.405
8683,WAG+F+G,0.013
12772,JTT+F+G,5.533
1245,Poisson+F,0.499
40156,FLU+F+G,0.006
11287,JTT+F+G,0.445
5309,WAG+F,2.240
21186,Poisson+F+G,0.373
2421,LG+F,3.479
5424,Poisson+F+G,0.103
19251,FLU+F+G,2.542
10889,LG+F+G,1.548
5601,FLU+F,1.289
660,Poisson+F,5.722
12313,WAG+F,0.592
18769,LG+F,1.832
9511,JTT+F+G,2.995
13430,JTT+F+G,0.291
13095,Poisson+F,0.588
1045,JTT+F,0.176
5970,LG+F,0.277
29168,Poisson+F,0.805
12639,WAG+F,4.055
12848,FLU+F+G,1.071
8969,FLU+F+G,2.283
10445,WAG+F+G,2.419
11847,LG+F,1.460
2562,FLU+F+G,5.743
4984,JTT+F,0.419
4629,FLU+F+G,2.212
44549,LG+F,0.133
5623,WAG+F,0.619
8303,JTT+F+G,0.492
7626,WAG+F,0.946
2805,LG+F+G,0.458
8148,Poisson+F+G,0.574
38379,WAG+F,1.180
5870,Poisson+F+G,0.577
14570,JTT+F,0.506
34627,LG+F,2.404
5571,WAG+F+G,3.921
14093,JTT+F,2.716
7316,JTT+F+G,3.660
9988,LG+F+G,0.695
10334,FLU+F,0.224
315,Poisson+F,1.304
8699,FLU+F+G,1.265
6449,LG+F,0.017
20129,FLU+F+G,0.874
1588,LG+F,2.827
4363,WAG+F+G,1.819
23398,WAG+F,1.392
39403,JTT+F+G,0.033
18109,WAG+F+G,3.530
4052,LG+F+G,0.457
7604,FLU+F,4.510
20121,JTT+F,0.936
10118,LG+F+G,1.782
5021,WAG+F+G,1.979
7646,JTT+F+G,0.420
2696,Poisson+F+G,1.353
904,WAG+F+G,1.641
12718,LG+F,0.407
11304,LG+F+G,0.963
9311,WAG+F,0.894
7414,Poisson+F+G,0.463
13166,JTT+F,0.858
9333,FLU+F,0.488
2922,Poisson+F+G,0.916
4633,WAG+F+G,2.066
5913,Poisson+F,2.001
1660,Poisson+F,11.840
5843,Poisson+F,0.282
3574,Poisson+F,0.499
1730,Poisson+F,1.101
45272,JTT+F+G,1.605
6054,JTT+F+G,0.718
12852,WAG+F+G,1.364
35479,FLU+F+G,0.771
13485,JTT+F,0.144
1552,LG+F+G,5.601
8973,WAG+F+G,0.391
12882,JTT+F+G,3.644
7556,WAG+F,2.229
10789,FLU+F+G,1.994
6382,JTT+F+G,1.510
23628,LG+F+G,0.278
24839,JTT+F+G,0.877
4535,JTT+F+G,1.804
2956,FLU+F,2.794
39358,LG+F,0.644
7785,Poisson+F,1.162
7028,LG+F,0.127
26929,WAG+F,0.825
5279,LG+F+G,0.451
11439,Poisson+F+G,0.834
10066,WAG+F,2.523
7097,FLU+F,0.812
44766,WAG+F+G,1.488
7540,WAG+F+G,0.345
2974,WAG+F,2.535
19165,FLU+F,1.191
3330,JTT+F,1.333
27647,JTT+F,0.394
7590,JTT+F+G,1.437
32387,LG+F,1.202
10585,WAG+F,3.483
4065,LG+F+G,0.304
4726,JTT+F,0.089
25985,LG+F,1.771
6602,WAG+F+G,0.926
4065,JTT+F+G,0.316
9569,FLU+F,1.329
11018,LG+F,3.022
24703,FLU+F+G,0.256
11333,LG+F+G,0.261
39951,Poisson+F,0.463
236,LG+F+G,2.042
9061,WAG+F,0.932
12870,FLU+F,1.666
4469,Poisson+F+G,2.390
35895,JTT+F+G,1.696
10863,WAG+F+G,0.125
9937,JTT+F+G,1.726
12852,WAG+F,1.304
9043,FLU+F,1.509
7994,Poisson+F+G,0.811
8203,Poisson+F,0.694
538,FLU+F+G,2.150
8353,Poisson+F,1.988
5848,WAG+F,5.678
34228,Poisson+F+G,1.481
9031,LG+F,0.062
5677,JTT+F+G,2.629
29370,JTT+F,1.789
17452,FLU+F,0.723
8232,LG+F+G,4.738
8005,WAG+F+G,2.995
13409,Poisson+F+G,3.575
31919,WAG+F,0.456
10640,Poisson+F+G,0.825
3226,LG+F,1.462
10857,WAG+F,0.719
6348,FLU+F+G,3.367
11213,JTT+F,1.427
9105,Poisson+F+G,0.382
10743,JTT+F+G,0.656
2145,WAG+F,1.519
33329,LG+F,0.425
11739,JTT+F,1.635
2167,FLU+F,1.775
34033,FLU+F,0.443
5766,LG+F+G,2.545
1611,FLU+F+G,2.294
42437,FLU+F+G,3.402
19976,WAG+F,0.423
41089,Poisson+F+G,0.021
4789,Poisson+F+G,1.247
7884,WAG+F,0.333
1147,LG+F,0.388
5987,JTT+F+G,1.440
30677,JTT+F,0.639
39744,Poisson+F+G,0.818
15070,LG+F,0.068
2484,FLU+F,1.611
6086,LG+F,1.467
8626,Poisson+F,0.280
8585,JTT+F+G,1.558
12474,WAG+F+G,2.767
5079,WAG+F,0.913
28105,WAG+F,3.110
8555,WAG+F+G,1.165
1321,LG+F,4.105
3728,Poisson+F,0.354
10430,LG+F+G,0.214
5571,FLU+F,3.386
3678,Poisson+F,0.599
9872,FLU+F,0.288
5092,FLU+F,1.495
44213,JTT+F,0.736
6618,FLU+F+G,0.402
12590,Poisson+F+G,0.118
10213,JTT+F+G,0.569
729,LG+F+G,1.118
12549,WAG+F,1.428
42167,FLU+F+G,0.696
24183,Poisson+F,0.590
12041,FLU+F,0.295
8214,JTT+F,0.671
9850,WAG+F,3.916
4181,LG+F,4.253
31985,LG+F+G,4.307
42606,Poisson+F,1.459
5553,WAG+F,0.336
11401,JTT+F+G,1.133
6459,Poisson+F+G,0.475
24601,WAG+F,1.532
11019,LG+F,1.727
8180,FLU+F+G,0.006
1932,JTT+F,0.279
24309,FLU+F,0.152
6877,FLU+F+G,0.764
9275,FLU+F,0.904
11649,Poisson+F,1.369
22356,LG+F+G,0.146
40974,LG+F+G,0.591
853,Poisson+F,3.462
10616,FLU+F+G,0.586
35630,FLU+F+G,0.739
9030,LG+F,2.082
36695,FLU+F+G,3.684
5995,LG+F+G,0.364
1794,WAG+F+G,0.370
37340,LG+F,0.830
12906,LG+F+G,1.813
5268,WAG+F+G,4.435
12588,LG+F+G,1.429
32369,FLU+F+G,0.111
4510,JTT+F,0.286
27369,FLU+F+G,1.235
8813,JTT+F,0.191
43046,LG+F,0.322
20584,JTT+F,1.028
45272,FLU+F,1.581
3123,WAG+F+G,0.521
17789,Poisson+F+G,1.442
10758,FLU+F,0.327
3106,JTT+F,1.925
43620,JTT+F+G,0.475
10250,WAG+F,0.214
44290,Poisson+F+G,0.331
7029,LG+F,1.512
1590,Poisson+F+G,0.750
11451,LG+F+G,0.271
554,LG+F+G,10.032
2261,WAG+F+G,0.250
41097,JTT+F+G,0.295
38715,WAG+F,0.236
1214,JTT+F+G,0.333
42032,JTT+F+G,0.224
10299,WAG+F,0.010
32386,LG+F,1.598
5738,WAG+F+G,2.505
44913,FLU+F+G,0.047
3499,Poisson+F,1.446
32639,FLU+F+G,3.972
20093,LG+F+G,1.490
5348,LG+F,0.022
7283,WAG+F,2.228
5305,Poisson+F,0.205
13959,WAG+F+G,3.502
651,Poisson+F+G,0.357
27413,LG+F,0.676
3473,WAG+F+G,1.872
9878,WAG+F+G,0.960
4712,Poisson+F+G,0.169
30251,Poisson+F,1.099
12277,FLU+F,2.177
8550,LG+F+G,1.172
15652,LG+F+G,1.206
24306,JTT+F+G,1.228
1320,LG+F,0.229
16433,JTT+F,1.990
4460,FLU+F+G,1.445
32278,Poisson+F+G,0.614
3853,LG+F+G,1.792
12794,FLU+F,0.463
5747,FLU+F,0.637
34038,WAG+F+G,1.315
7564,Poisson+F,2.451
1853,Poisson+F,0.627
3139,FLU+F+G,0.426
5818,JTT+F+G,0.071
30514,JTT+F+G,0.207
15532,JTT+F+G,2.356
5272,FLU+F+G,3.686
1103,JTT+F,2.476
8508,JTT+F,0.466
34769,LG+F+G,1.022
2439,Poisson+F+G,3.521
7434,Poisson+F,1.422
1670,Poisson+F+G,0.309
4218,LG+F+G,1.104
9788,WAG+F+G,0.016
12255,WAG+F,0.054
5670,Poisson+F,1.400
9758,JTT+F+G,3.696
14620,Poisson+F+G,1.020
10352,LG+F+G,0.267
33031,WAG+F+G,0.776
11997,Poisson+F,2.902
2811,JTT+F+G,0.321
3227,LG+F,0.888
13028,Poisson+F,1.090
6515,JTT+F,0.732
6896,Poisson+F+G,0.461
15369,WAG+F,1.140
2398,FLU+F,1.186
3469,FLU+F+G,0.353
9862,FLU+F+G,0.350
7195,FLU+F+G,0.196
6087,LG+F,2.722
2690,WAG+F,2.281
17605,WAG+F+G,0.206
2373,WAG+F,1.074
5722,FLU+F+G,0.396
3937,JTT+F,0.892
25044,JTT+F+G,0.854
36163,Poisson+F+G,1.344
11025,JTT+F,0.657
9208,JTT+F+G,0.334
14994,Poisson+F+G,0.605
6484,WAG+F,1.009
11475,FLU+F,0.021
25497,JTT+F+G,2.032
4834,LG+F+G,2.310
15231,JTT+F,2.878
3884,FLU+F,2.624
23237,LG+F,1.059
14875,WAG+F,0.411
13429,LG+F+G,0.784
4882,Poisson+F+G,2.819
11196,FLU+F,1.926
7546,FLU+F+G,1.131
691,WAG+F,1.942
4736,Poisson+F+G,1.529
2849,Poisson+F+G,1.747
6145,FLU+F,0.698
2063,LG+F+G,0.108
26795,JTT+F,0.845
12138,WAG+F+G,1.411
3926,Poisson+F,1.381
5411,Poisson+F,0.500
19545,LG+F,0.235
6354,FLU+F+G,4.074
11457,WAG+F,0.408
31255,WAG+F+G,2.371
28788,JTT+F,0.127
3664,Poisson+F+G,2.810
8828,Poisson+F,0.440
8158,FLU+F,0.026
13319,Poisson+F,0.322
8824,LG+F,0.165
1937,JTT+F+G,0.673
15485,Poisson+F,0.359
15131,WAG+F+G,1.637
8283,Poisson+F,2.498
11766,Poisson+F+G,1.371
33243,JTT+F,3.755
4953,WAG+F,1.101
7016,FLU+F+G,0.124
37012,LG+F+G,2.805
8191,FLU+F,4.236
2942,WAG+F+G,0.517
8549,WAG+F+G,1.022
8499,WAG+F,0.116
12468,WAG+F+G,0.047
1092,WAG+F,0.532
6604,FLU+F+G,5.720
12627,JTT+F,0.028
1079,FLU+F,1.431
31605,LG+F,1.855
5951,FLU+F+G,1.985
11428,Poisson+F,1.560
14585,FLU+F,3.728
3574,WAG+F,0.499
11655,LG+F,0.387
40256,JTT+F+G,0.164
10622,JTT+F,0.550
1617,WAG+F+G,2.603
42431,WAG+F+G,0.599
9611,FLU+F+G,0.083
43852,FLU+F,1.203
13136,LG+F+G,0.955
7638,JTT+F,0.463
11578,Poisson+F,2.784
15961,LG+F+G,2.012
45168,WAG+F+G,0.882
22929,FLU+F,0.801
780,LG+F,0.654
30802,WAG+F,1.834
7312,JTT+F,0.571
11486,Poisson+F+G,0.665
2662,JTT+F+G,0.199
41144,LG+F+G,1.746
22299,LG+F,0.029
8003,FLU+F+G,5.383
3584,Poisson+F+G,1.023
7403,LG+F,0.049
3760,LG+F+G,1.128
10308,JTT+F,0.593
14803,JTT+F+G,0.054
25358,LG+F,1.123
3556,FLU+F,0.213
4529,JTT+F+G,2.748
39773,LG+F,0.728
25837,WAG+F,1.267
7665,LG+F,1.401
1848,FLU+F,0.218
31015,Poisson+F+G,2.383
13452,WAG+F,1.561
3520,JTT+F+G,0.998
5994,LG+F,2.169
4140,FLU+F,0.128
2855,LG+F,1.715
4448,WAG+F,0.104
30415,Poisson+F,3.759
16962,LG+F,4.181
37983,LG+F+G,0.931
1881,FLU+F,0.158
7270,Poisson+F,1.084
13193,FLU+F,2.341
4162,WAG+F,0.894
8982,WAG+F,1.693
13470,FLU+F,0.744
2958,FLU+F+G,2.359
9625,JTT+F,4.390
6260,LG+F+G,0.077
43773,WAG+F+G,1.958
5164,Poisson+F,0.133
11433,LG+F,0.012
7320,Poisson+F,0.144
4189,FLU+F,1.296
5504,LG+F,1.112
15829,Poisson+F+G,0.072
8969,FLU+F,1.292
4079,JTT+F+G,2.054
8825,LG+F,3.998
28577,JTT+F,0.344
16255,FLU+F,0.227
5804,JTT+F+G,0.273
11002,WAG+F+G,1.646
3125,FLU+F+G,0.323
7604,Poisson+F+G,4.134
9744,JTT+F+G,3.410
8644,FLU+F,1.173
44661,WAG+F,0.164
121,JTT+F+G,9.096
25230,WAG+F,1.438
37613,WAG+F,0.223
9908,JTT+F,0.222
23595,LG+F+G,0.694
11799,Poisson+F,0.093
1765,FLU+F,1.204
17155,Poisson+F,0.653
8490,LG+F+G,1.045
10610,WAG+F+G,2.882
8666,WAG+F,0.718
8517,Poisson+F,0.758
28630,FLU+F+G,0.170
8186,WAG+F+G,0.315
12077,JTT+F+G,1.966
8447,Poisson+F,1.788
983,Poisson+F,1.236
8385,WAG+F,1.036
17005,Poisson+F,1.737
6871,WAG+F+G,0.794
2486,Poisson+F+G,0.217
3549,Poisson+F,3.768
23948,JTT+F,0.712
7189,FLU+F+G,0.135
11552,WAG+F+G,0.203
6373,FLU+F,3.231
36979,FLU+F+G,1.456
1878,WAG+F+G,4.833
30227,FLU+F,0.094
11661,WAG+F,0.439
9214,JTT+F+G,0.152
13335,JTT+F+G,0.733
29572,FLU+F+G,2.410
144,WAG+F,2.432
11369,FLU+F,0.413
2537,JTT+F,0.083
7091,Poisson+F,1.861
6398,WAG+F,0.655
31462,LG+F,1.146
44639,LG+F+G,1.321
10390,JTT+F+G,0.869
34149,JTT+F,1.592
10340,WAG+F+G,2.142
2267,FLU+F+G,0.705
7201,LG+F+G,0.049
11643,FLU+F,1.610
24949,Poisson+F,0.256
12654,Poisson+F+G,0.581
26096,LG+F,0.983
485,FLU+F,0.921
12527,JTT+F+G,2.598
8406,JTT+F+G,2.802
6351,WAG+F,3.021
42833,JTT+F,0.384
5995,LG+F,0.364
5910,JTT+F,3.105
32375,FLU+F+G,0.131
5274,WAG+F+G,0.322
4354,WAG+F,0.756
1983,Poisson+F,1.469
5855,LG+F+G,0.528
29720,FLU+F,0.992
1328,Poisson+F,0.162
11018,FLU+F+G,3.742
5980,Poisson+F+G,10.900
7664,LG+F,0.866
41791,WAG+F,1.724
7413,JTT+F+G,6.384
27375,FLU+F+G,1.321
4695,FLU+F,0.094
4466,WAG+F+G,4.990
24697,Poisson+F,1.330
33567,FLU+F+G,0.493
5634,Poisson+F+G,2.262
9139,JTT+F,0.453
42042,Poisson+F,0.447
5505,LG+F,2.722
977,LG+F,1.057
11849,Poisson+F+G,1.022
3002,LG+F+G,0.154
39984,LG+F,2.142
4376,FLU+F,0.324
13387,WAG+F,1.879
6201,JTT+F+G,1.737
17148,LG+F+G,0.131
9121,Poisson+F+G,1.476
7124,JTT+F,0.692
25092,FLU+F+G,0.147
2766,Poisson+F+G,1.109
7892,LG+F,0.418
29568,WAG+F+G,0.297
19535,JTT+F,0.088
3760,FLU+F,0.818
16795,LG+F,0.000
10664,Poisson+F+G,2.271
1862,FLU+F+G,0.975
14791,WAG+F,0.833
957,FLU+F,0.914
3268,WAG+F,0.323
7193,WAG+F+G,1.161
11654,LG+F,1.972
4136,WAG+F+G,1.198
8062,Poisson+F,0.772
10414,JTT+F,1.408
22298,LG+F,0.673
16011,FLU+F+G,3.182
975,WAG+F,0.460
7402,LG+F,2.484
3742,WAG+F,0.075
6502,LG+F+G,1.430
11847,Poisson+F,1.449
15734,Poisson+F,0.670
39686,WAG+F+G,0.798
6781,WAG+F+G,2.512
31680,FLU+F+G,1.049
8132,Poisson+F,0.788
6487,JTT+F+G,0.167
11495,Poisson+F,1.965
9280,JTT+F,0.515
14570,FLU+F+G,0.629
6457,WAG+F+G,0.738
4024,WAG+F,3.412
174,Poisson+F,0.913
10053,LG+F,0.301
4230,JTT+F+G,0.542
9763,JTT+F,1.285
17192,LG+F,1.317
7245,WAG+F+G,0.374
7295,JTT+F+G,1.362
24320,Poisson+F+G,1.161
3769,JTT+F+G,1.365
12332,LG+F,0.423
9249,JTT+F,0.405
19648,JTT+F+G,0.800
41120,FLU+F,2.173
17658,JTT+F,1.300
4006,FLU+F,0.377
5422,JTT+F+G,1.001
6810,WAG+F,0.371
6107,WAG+F+G,0.444
27484,FLU+F,1.061
39847,FLU+F,0.834
8820,JTT+F+G,0.239
38313,LG+F,1.181
20536,Poisson+F,0.182
3410,FLU+F,0.024
32313,Poisson+F+G,0.254
6063,LG+F,0.355
4760,JTT+F+G,0.404
12154,LG+F,0.247
31681,LG+F+G,1.948
10235,LG+F,3.185
3645,Poisson+F,2.969
26933,LG+F+G,3.408
7715,WAG+F+G,0.532
7936,Poisson+F,2.618
5089,Poisson+F,1.394
10450,Poisson+F+G,1.879
4302,LG+F,1.348
27145,WAG+F,1.332
3239,JTT+F+G,4.421
15966,Poisson+F+G,1.745
11974,WAG+F+G,2.389
3853,FLU+F+G,1.714
7864,Poisson+F+G,2.282
39865,WAG+F,1.207
28626,LG+F,1.421
6535,LG+F+G,1.778
9315,Poisson+F+G,1.032
14428,WAG+F,1.280
2552,Poisson+F+G,0.100
5172,JTT+F+G,0.035
6832,FLU+F,0.616
7866,Poisson+F,2.724
34405,Poisson+F,1.596
8700,WAG+F+G,1.196
4837,FLU+F,0.212
8534,FLU+F,0.018
10096,WAG+F+G,1.171
44511,WAG+F,0.013
10046,JTT+F+G,0.570
1437,WAG+F,2.107
4840,WAG+F+G,1.822
5298,JTT+F,0.344
16967,FLU+F+G,0.495
34038,Poisson+F+G,1.163
4890,JTT+F+G,0.766
7835,JTT+F+G,0.396
15532,Poisson+F+G,2.255
29982,FLU+F,0.080
29633,LG+F+G,1.337
25960,LG+F,2.003
10804,Poisson+F+G,0.086
13033,WAG+F+G,1.768
8829,LG+F+G,3.148
2736,LG+F+G,1.054
3330,Poisson+F,1.312
8516,WAG+F,2.326
20750,LG+F,0.928
3260,Poisson+F,0.433
11654,JTT+F+G,9.478
4679,Poisson+F+G,0.959
5251,JTT+F,0.914
27691,LG+F,2.814
7430,Poisson+F+G,0.387
12460,Poisson+F+G,1.223
8895,Poisson+F,1.375
20536,LG+F,0.183
8280,JTT+F+G,0.497
12371,WAG+F+G,1.926
37387,JTT+F+G,2.681
6003,FLU+F,0.054
11629,Poisson+F+G,0.671
8250,WAG+F+G,0.315
11511,WAG+F,0.308
22097,FLU+F,4.113
5854,Poisson+F+G,1.832
10516,JTT+F+G,0.311
11019,FLU+F,1.762
401,Poisson+F,1.427
45262,Poisson+F+G,0.680
37747,LG+F+G,1.398
3929,WAG+F,0.441
3849,WAG+F+G,1.235
1444,FLU+F+G,0.279
3899,JTT+F+G,3.727
7236,LG+F+G,0.186
9492,JTT+F+G,0.595
11304,JTT+F+G,0.937
30175,WAG+F,0.934
23595,JTT+F+G,0.670
6021,WAG+F,1.407
38608,FLU+F+G,0.908
15377,JTT+F,0.264
6529,FLU+F,1.801
43107,WAG+F,1.763
27212,Poisson+F+G,2.708
3604,WAG+F,0.389
6062,LG+F,1.757
8685,FLU+F+G,0.087
1395,Poisson+F,0.980
4192,LG+F+G,0.327
7559,Poisson+F,1.788
6518,JTT+F+G,3.203
13101,LG+F+G,1.780
1041,JTT+F+G,2.238
23515,JTT+F,1.824
1091,WAG+F+G,0.404
21599,LG+F,0.952
7581,JTT+F,0.489
11701,FLU+F+G,0.505
40810,Poisson+F,0.000
9848,LG+F+G,0.738
3626,WAG+F+G,0.596
19473,JTT+F,1.143
3626,FLU+F,0.643
3804,Poisson+F+G,0.269
4165,LG+F,1.907
36520,JTT+F,2.310
1492,LG+F+G,1.097
12885,JTT+F,0.091
2564,WAG+F+G,7.757
4230,FLU+F,0.496
2629,Poisson+F+G,1.113
6048,JTT+F+G,0.327
4738,WAG+F,0.039
6098,WAG+F+G,1.994
4956,Poisson+F+G,0.946
41334,WAG+F,1.652
20340,Poisson+F+G,0.010
29271,WAG+F+G,2.154
1511,JTT+F+G,0.191
4212,WAG+F,0.835
13015,Poisson+F,0.316
13700,FLU+F,0.116
11301,Poisson+F,2.313
13145,Poisson+F,0.058
3376,WAG+F+G,0.540
6257,LG+F+G,2.444
15789,Poisson+F,0.814
12333,LG+F,1.638
6204,LG+F,0.622
918,WAG+F+G,2.561
32388,Poisson+F+G,3.877
5691,LG+F+G,0.089
39503,Poisson+F,1.073
4502,Poisson+F+G,2.666
4803,LG+F+G,3.877
39240,FLU+F,0.575
42975,JTT+F,0.526
1834,Poisson+F+G,2.882
13890,LG+F+G,0.373
7853,JTT+F,0.350
1780,Poisson+F+G,7.826
30361,FLU+F,3.831
11724,Poisson+F,0.409
6235,FLU+F,4.700
39262,WAG+F,0.454
395,Poisson+F,4.254
3248,LG+F+G,3.427
2471,JTT+F,0.067
5577,FLU+F+G,3.930
13430,Poisson+F,0.255
11727,WAG+F,0.255
5584,JTT+F,0.728
6082,FLU+F+G,3.265
8975,FLU+F+G,0.171
10459,WAG+F+G,0.866
74,LG+F,2.302
25354,FLU+F,1.421
10489,JTT+F+G,0.457
12854,FLU+F+G,3.430
28479,FLU+F+G,0.111
5067,JTT+F,0.832
5268,Poisson+F,4.098
5993,Poisson+F,0.586
24183,WAG+F+G,0.812
4635,FLU+F+G,3.991
16712,WAG+F+G,0.664
7690,FLU+F+G,3.811
10949,LG+F+G,1.570
902,FLU+F+G,2.256
11552,Poisson+F+G,0.202
7554,LG+F+G,0.008
6748,LG+F+G,1.890
3906,JTT+F+G,0.401
25376,WAG+F,1.321
25961,LG+F,0.241
1309,FLU+F,1.984
